last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Nugent,Richard,1951-05-26,M,rep,FL,11,Republican,https://nugent.house.gov,1727 Longworth HOB; Washington DC 20515-0911,202-225-1002,https://nugent.house.gov/contact/email-me,http://nugent.house.gov/index.php?format=feed&amp;type=rss,RepRichNugent,RepRichNugent,183541871674897,RepRichNugent,UClfwQJ4E_qLsALsI-O5rx3Q,N000185,02001,N00032441,,1033683,412409,124333,,gIQAt0HaKP,21115,Rich Nugent
Nunes,Devin,1973-10-01,M,rep,CA,22,Republican,http://nunes.house.gov,1013 Longworth HOB; Washington DC 20515-0522,202-225-2523,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov/news/rss.aspx,Rep_DevinNunes,,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,01710,N00007248,,1003553,400297,16725,,gIQAt1EGAP,20307,Devin Nunes
Olson,Pete,1962-12-09,M,rep,TX,22,Republican,http://olson.house.gov,2133 Rayburn HOB; Washington DC 20515-4322,202-225-5951,https://forms.house.gov/olson/contact-form.shtml,feed://olson.house.gov/common/rss/?rss=82,RepPeteOlson,20718168936,20718168936,,,O000168,01955,N00029285,,1031361,412302,102008,,gIQAdHcTKP,20948,Pete Olson
Palazzo,Steven,1970-02-21,M,rep,MS,4,Republican,http://palazzo.house.gov,331 Cannon HOB; Washington DC 20515-2404,202-225-5772,http://palazzo.house.gov/contact/,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,186908658003781,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,02035,N00031958,,61886,412443,69521,,gIQAlE0YMP,21148,Steven Palazzo
Pallone,Frank,1951-10-30,M,rep,NJ,6,Democrat,https://pallone.house.gov,237 Cannon HOB; Washington DC 20515-3006,202-225-4671,https://pallone.house.gov/contact-me/email-me,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,6517277731,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,00887,N00000781,,6107,400308,26951,,gIQAMsEdKP,15454,Frank Pallone
Pascrell,Bill,1937-01-25,M,rep,NJ,9,Democrat,http://pascrell.house.gov,2370 Rayburn HOB; Washington DC 20515-3009,202-225-5751,https://pascrell.house.gov/contact/email-me,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,303312929155,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,01510,N00000751,,45543,400309,478,,gIQAbraOAP,29741,Bill Pascrell
Paul,Rand,1963-01-07,M,sen,KY,,Republican,http://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,http://www.paul.senate.gov/?p=contact,http://paul.senate.gov/rss/?p=news,,SenatorRandPaul,161355253917286,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,02082,N00030836,S348,9265241,412492,117285,Rand Paul,gIQA5AakAP,41104,Rand Paul
Paulsen,Erik,1965-05-14,M,rep,MN,3,Republican,http://paulsen.house.gov,127 Cannon HOB; Washington DC 20515-2303,202-225-2871,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov/common/rss//?rss=105,RepErikPaulsen,CongressmanErikPaulsen,128558293848160,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,P000594,01930,N00029391,,1030000,412303,3833,Erik Paulsen,gIQALqDbKP,20924,Erik Paulsen
Pearce,Stevan,1947-08-24,M,rep,NM,2,Republican,http://pearce.house.gov,2432 Rayburn HOB; Washington DC 20515-3102,202-225-2365,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov/rss.xml,RepStevePearce,RepStevePearce,180280568662135,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,P000588,01738,N00012672,,12063,400313,10655,Steve Pearce,gIQAZbOZMP,20337,Steve Pearce (politician)
Pelosi,Nancy,1940-03-26,F,rep,CA,12,Democrat,http://pelosi.house.gov,233 Cannon HOB; Washington DC 20515-0512,202-225-4965,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov/atom.xml,NancyPelosi,NancyPelosi,86574174383,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,00905,N00007360,,6153,400314,26732,Nancy Pelosi,gIQAF3PM9O,15448,Nancy Pelosi
Perlmutter,Ed,1953-05-01,M,rep,CO,7,Democrat,http://perlmutter.house.gov,1410 Longworth HOB; Washington DC 20515-0607,202-225-2645,https://forms.house.gov/perlmutter/webforms/contact.shtml,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,86174496459,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,01835,N00027510,,1021382,412192,2653,Ed Perlmutter,gIQAyxjSAP,20705,Ed Perlmutter
Peters,Gary,1958-12-01,M,sen,MI,,Democrat,http://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,,,SenGaryPeters,SenatorGaryPeters,88851604323,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,01929,N00029277,S380,50199,412305,8749,Gary Peters,gIQA36BUKP,20923,Gary Peters (politician)
Peterson,Collin,1944-06-29,M,rep,MN,7,Democrat,http://collinpeterson.house.gov,2204 Rayburn HOB; Washington DC 20515-2307,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov/rss.xml,,,,,,P000258,00910,N00004558,,23978,400316,26926,Collin Peterson,gIQAIQ6GAP,29127,Collin Peterson
Pierluisi,Pedro,1959-04-26,M,rep,PR,0,Democrat,http://pierluisi.house.gov,2410 Rayburn HOB; Washington DC 20515-5401,202-225-2615,https://pierluisi.house.gov/contact/email-me,http://pierluisi.house.gov/rss.xml,PedroPierluisi,pedropierluisi,55139978107,PierluisiCongress,UCl4cArGMdko-kRB_7Bay6iA,P000596,01953,N00029168,,1031305,412306,110894,,,,Pedro Pierluisi
Pingree,Chellie,1955-04-02,F,rep,ME,1,Democrat,https://pingree.house.gov,2162 Rayburn HOB; Washington DC 20515-1901,202-225-6116,https://pingree.house.gov/email-me,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,91529332807,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,01927,N00013817,,1002167,412307,6586,Chellie Pingree,gIQAr8cW9O,20920,Chellie Pingree
Pitts,Joseph,1939-10-10,M,rep,PA,16,Republican,http://pitts.house.gov,420 Cannon HOB; Washington DC 20515-3816,202-225-2411,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov/rss.xml,RepJoePitts,94156528752,94156528752,congressmanjoepitts,UCSFHCnw0q2uDf2gj8TfN3Vg,P000373,01514,N00001633,,11706,400320,265,Joseph R. Pitts,gIQAOAMOAP,29752,Joe Pitts
Poe,Ted,1948-09-10,M,rep,TX,2,Republican,https://poe.house.gov,2412 Rayburn HOB; Washington DC 20515-4302,202-225-6565,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,http://poe.house.gov/index.php?format=feed&amp;type=rss,JudgeTedPoe,106631626049851,106631626049851,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,P000592,01802,N00026457,,1011398,400652,49198,Ted Poe,gIQAqEAdKP,20528,Ted Poe
Polis,Jared,1975-05-12,M,rep,CO,2,Democrat,http://polis.house.gov,1433 Longworth HOB; Washington DC 20515-0602,202-225-2161,https://polis.house.gov/forms/writeyourrep/default.aspx,http://polis.house.gov/news/rss.aspx,JaredPolis,jaredpolis,53481427529,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,P000598,01910,N00029127,,1031300,412308,106220,Jared Polis,gIQAnqrJAP,20904,Jared Polis
Pompeo,Mike,1963-12-30,M,rep,KS,4,Republican,http://pompeo.house.gov,436 Cannon HOB; Washington DC 20515-1604,202-225-6216,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov/news/rss.aspx,RepMikePompeo,CongressmanPompeo,101965369880683,congressmanpompeo,UCHxVnNpdjh6jqutY91ufgUw,P000602,02022,N00030744,,623387,412431,125023,Mike Pompeo,gIQAXNLWKP,21136,Mike Pompeo
Portman,Robert,1955-12-19,M,sen,OH,,Republican,http://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,45243961073,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,00924,N00003682,S349,31819,400325,27008,Rob Portman,gIQAGuioAP,29386,Rob Portman
Posey,Bill,1947-12-18,M,rep,FL,8,Republican,http://posey.house.gov,120 Cannon HOB; Washington DC 20515-0908,202-225-3671,https://posey.house.gov/forms/writeyourrep/,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,100000080395369,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,01915,N00029662,,88959,412309,24280,Bill Posey,gIQAx8mRAP,20909,Bill Posey
Price,David,1940-08-17,M,rep,NC,4,Democrat,http://price.house.gov,2108 Rayburn HOB; Washington DC 20515-3304,202-225-1784,https://price.house.gov/contact,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,,,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,00930,N00002260,,6748,400326,119,David Price,gIQAd3ZCAP,15438,David Price (U.S. politician)
Price,Tom,1954-10-08,M,rep,GA,6,Republican,https://tomprice.house.gov,100 Cannon HOB; Washington DC 20515-1006,202-225-4501,https://tomprice.house.gov/contact-me,http://tomprice.house.gov/rss.xml,RepTomPrice,reptomprice,172032960420,RepTomPrice,UCFdG6NwEceyorspUdEduBUg,P000591,01778,N00026160,,1013044,400626,11853,Tom Price,gIQAaTFu9O,20505,Tom Price (U.S. politician)
Quigley,Mike,1958-10-17,M,rep,IL,5,Democrat,http://quigley.house.gov,2458 Rayburn HOB; Washington DC 20515-1305,202-225-4061,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,158963645688,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,01967,N00030581,,9263344,412331,83310,Michael Quigley,gIQAMV709O,20954,Mike Quigley (politician)
Rangel,Charles,1930-06-11,M,rep,NY,13,Democrat,http://rangel.house.gov,2354 Rayburn HOB; Washington DC 20515-3213,202-225-4365,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov/rss.xml,CBRangel,CBRangel,7390589055,RepRangel,UCZwRwdLDW7ksC5tZV1_VUyQ,R000053,00944,N00000964,,1745,400333,26979,,gIQACn7y9O,13035,Charles Rangel
Reed,Tom,1971-11-18,M,rep,NY,23,Republican,http://reed.house.gov,2437 Rayburn HOB; Washington DC 20515-3223,202-225-3161,https://reed.house.gov/contact-me/email-me,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,102449199835273,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,01982,N00030949,,623468,412393,127046,,gIQAVOXZKP,21101,Tom Reed (politician)
Reichert,David,1950-08-29,M,rep,WA,8,Republican,http://reichert.house.gov,1127 Longworth HOB; Washington DC 20515-4708,202-225-7761,https://reichert.house.gov/contact-me,http://reichert.house.gov/rss.xml,DaveReichert,repdavereichert,91504302598,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,R000578,01810,N00026885,,1013064,400660,51346,David Reichert,gIQAemFTKP,20536,Dave Reichert
Reid,Harry,1939-12-02,M,sen,NV,,Democrat,http://www.reid.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-3542,http://www.reid.senate.gov/contact,,SenatorReid,SenatorReid,360249323990357,SenatorReid,UCxWLwXTG6_qs8K-68mCySRA,R000146,00952,N00009922,S198,1683,300082,53320,Harry Reid,gIQA8MlN9O,15054,Harry Reid
Renacci,James,1958-12-03,M,rep,OH,16,Republican,https://renacci.house.gov,328 Cannon HOB; Washington DC 20515-3516,202-225-3876,https://renacci.house.gov/index.cfm/contact-form,http://renacci.house.gov/common/rss//index.cfm?rss=25,RepJimRenacci,repjimrenacci,187639524595278,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,R000586,02048,N00031127,,62686,412462,120678,Jim Renacci,gIQARWEUKP,21164,Jim Renacci
Ribble,Reid,1956-04-05,M,rep,WI,8,Republican,http://ribble.house.gov,1513 Longworth HOB; Washington DC 20515-4908,202-225-5665,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov/rss.xml,RepRibble,CongressmanReidRibble,157169920997203,RepRibble,UCE8Uht2wM9gdVsfniJLeMLw,R000587,02073,N00030968,,62776,412489,126240,Reid Ribble,gIQAYpZVKP,21190,Reid Ribble
Richmond,Cedric,1973-09-13,M,rep,LA,2,Democrat,http://richmond.house.gov,240 Cannon HOB; Washington DC 20515-1802,202-225-6636,https://richmond.house.gov/contact-me/email-me,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,197737020257085,,,R000588,02023,N00030184,,62391,412432,35384,Cedric Richmond,gIQAUvGVKP,21137,Cedric Richmond
Rigell,Edward,1960-05-28,M,rep,VA,2,Republican,http://rigell.house.gov,418 Cannon HOB; Washington DC 20515-4602,202-225-4215,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov/news/rss.aspx,RepScottRigell,RepScottRigell,167851429918010,RepScottRigell,UCNAzcysiI-NGAezezWQccRA,R000589,02068,N00030962,,9268996,412483,121807,,gIQA7lZVKP,21185,Scott Rigell
Roby,Martha,1976-07-27,F,rep,AL,2,Republican,http://roby.house.gov,442 Cannon HOB; Washington DC 20515-0102,202-225-2901,https://roby.house.gov/contact-me,http://roby.house.gov/rss.xml,RepMarthaRoby,Representative.Martha.Roby,174519582574426,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,01986,N00030768,,61712,412394,71604,Martha Roby,gIQAGcVUKP,21192,Martha Roby
Roe,David,1945-07-21,M,rep,TN,1,Republican,http://roe.house.gov,407 Cannon HOB; Washington DC 20515-4201,202-225-6356,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,,DrPhilRoe,DrPhilRoe,130725126985966,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,R000582,01954,N00028463,,1031360,412310,65306,,gIQArh0q6O,20947,Phil Roe (politician)
Rogers,Harold,1937-12-31,M,rep,KY,5,Republican,http://halrogers.house.gov,2406 Rayburn HOB; Washington DC 20515-1705,202-225-4601,https://halrogers.house.gov/contact/contactform.htm,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,6722039085,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,00977,N00003473,,6739,400340,26875,Harold Rogers,gIQAovNCAP,14854,Hal Rogers
Rogers,Mike,1958-07-16,M,rep,AL,3,Republican,http://mikerogers.house.gov,324 Cannon HOB; Washington DC 20515-0103,202-225-3261,http://mikerogers.house.gov/contact-mike/email-me,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,171770326187035,171770326187035,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,01704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),gIQAkR2cKP,20301,Mike_Rogers_(Alabama_politician)
Rohrabacher,Dana,1947-06-21,M,rep,CA,48,Republican,http://rohrabacher.house.gov,2300 Rayburn HOB; Washington DC 20515-0548,202-225-2415,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov/rss.xml,,,,RepDanaRohrabacher,UCFr7qO61vGJyyBJ7B_gB1_Q,R000409,00979,N00007151,,5590,400343,26763,,gIQAWYNqAP,15621,Dana Rohrabacher
Rokita,Todd,1970-02-09,M,rep,IN,4,Republican,http://rokita.house.gov,1717 Longworth HOB; Washington DC 20515-1404,202-225-5037,https://rokita.house.gov/contact-me,http://rokita.house.gov/rss.xml,ToddRokita,RepToddRokita,183180288372896,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,R000592,02017,N00031741,,61832,412426,34167,Todd Rokita,gIQAJQXZKP,21131,Todd Rokita
Rooney,Thomas,1970-11-21,M,rep,FL,17,Republican,https://rooney.house.gov,2160 Rayburn HOB; Washington DC 20515-0917,202-225-5792,https://rooney.house.gov/email-me,http://rooney.house.gov/index.php?format=feed&amp;type=rss,TomRooney,reptomrooney,117697790448,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,R000583,01916,N00029018,,1030486,412311,107800,Thomas J. Rooney,gIQADjiUAP,20910,Tom Rooney (politician)
Ros-Lehtinen,Ileana,1952-07-15,F,rep,FL,27,Republican,http://ros-lehtinen.house.gov,2206 Rayburn HOB; Washington DC 20515-0927,202-225-3931,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov/rss.xml,RosLehtinen,iroslehtinen,286546974761109,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,R000435,00985,N00002858,,3206,400344,26815,Ileana Ros-Lehtinen,gIQAVGfJAP,15634,Ileana Ros-Lehtinen
Roskam,Peter,1961-09-13,M,rep,IL,6,Republican,http://roskam.house.gov,2246 Rayburn HOB; Washington DC 20515-1306,202-225-4561,https://roskam.house.gov/contact/email-me,http://roskam.house.gov/index.php?format=feed&amp;type=rss,PeterRoskam,RepRoskam,118777661469195,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,R000580,01848,N00004719,,1021912,412202,6382,Peter Roskam,gIQAN1SKAP,20715,Peter Roskam
Ross,Dennis,1959-10-18,M,rep,FL,15,Republican,http://dennisross.house.gov,229 Cannon HOB; Washington DC 20515-0915,202-225-1252,https://dennisross.house.gov/forms/writeyourrep/,http://dennisross.house.gov/news/rss.aspx,RepDennisRoss,dennis.ross.376,469477579757018,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,R000593,02003,N00030645,,62532,412411,12813,Dennis A. Ross,gIQAP9JXKP,21117,Dennis A. Ross
Roybal-Allard,Lucille,1941-06-12,F,rep,CA,40,Democrat,http://roybal-allard.house.gov,2330 Rayburn HOB; Washington DC 20515-0540,202-225-1766,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,139773069370563,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,00997,N00006671,,26136,400347,26766,,gIQAozxLAP,29317,Lucille Roybal-Allard
Royce,Edward,1951-10-12,M,rep,CA,39,Republican,http://royce.house.gov,2310 Rayburn HOB; Washington DC 20515-0539,202-225-4111,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov/news/rss.aspx,RepEdRoyce,EdRoyce,6460640558,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,R000487,00998,N00008264,,28461,400348,26772,,gIQACovbKP,29321,Ed Royce
Rubio,Marco,1971-05-28,M,sen,FL,,Republican,http://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,178910518800987,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,02084,N00030612,S350,87599,412491,1601,Marco Rubio,gIQA5xxt6O,41102,Marco Rubio
Ruppersberger,C.,1946-01-31,M,rep,MD,2,Democrat,http://ruppersberger.house.gov,2416 Rayburn HOB; Washington DC 20515-2002,202-225-3061,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://dutch.house.gov/atom.xml,Call_Me_Dutch,184756771570504,184756771570504,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,01728,N00025482,,49155,400349,36130,,gIQAUKkDAP,20329,Dutch Ruppersberger
Rush,Bobby,1946-11-23,M,rep,IL,1,Democrat,http://rush.house.gov,2188 Rayburn HOB; Washington DC 20515-1301,202-225-4372,https://rush.house.gov/contact-me/legislative-issues,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,230753786936538,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,01003,N00004887,,26127,400350,26831,Bobby Rush,gIQAPjFgAP,29346,Bobby Rush
Ryan,Paul,1970-01-29,M,rep,WI,1,Republican,http://paulryan.house.gov,1233 Longworth HOB; Washington DC 20515-4901,202-225-3031,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov/news/rss.aspx,SpeakerRyan,speakerryan,924244934290700,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,R000570,01560,N00004357,,57970,400351,26344,Paul Ryan,gIQAUWiV9O,29939,Paul Ryan
Ryan,Tim,1973-07-16,M,rep,OH,13,Democrat,http://timryan.house.gov,1421 Longworth HOB; Washington DC 20515-3513,202-225-5261,http://timryanforms.house.gov/contact/,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,121560497865,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,01756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),gIQAQAddKP,20343,Tim Ryan (politician)
Sablan,Gregorio,1955-01-19,M,rep,MP,0,Independent,http://sablan.house.gov,423 Cannon HOB; Washington DC 20515-5201,202-225-2646,http://sablan.house.gov/email-me,http://sablan.house.gov/rss.xml,,153423912663,153423912663,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,01962,N00030418,,1031366,412312,110903,,,,Gregorio Sablan
Sanchez,Loretta,1960-01-07,F,rep,CA,46,Democrat,http://lorettasanchez.house.gov,1211 Longworth HOB; Washington DC 20515-0546,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov/rss.xml,LorettaSanchez,LorettaSanchez,90966961167,LorettaSanchezLive,UCsPNjUsu5AvCJnVrdW_XjwA,S000030,01522,N00008274,,45639,400356,203,,gIQAaQoGAP,29709,Loretta Sanchez
Sarbanes,John,1962-05-22,M,rep,MD,3,Democrat,https://sarbanes.house.gov,2444 Rayburn HOB; Washington DC 20515-2003,202-225-4016,http://sarbanes.house.gov/federal.asp,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,,,,S001168,01854,N00027751,,1022884,412212,66575,,gIQA5SKbKP,20724,John Sarbanes
Scalise,Steve,1965-10-06,M,rep,LA,1,Republican,http://scalise.house.gov,2338 Rayburn HOB; Washington DC 20515-1801,202-225-3015,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,50936151681,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,01892,N00009660,,1015311,412261,9026,Steve Scalise,gIQAxgVSKP,20759,Steve Scalise
Schakowsky,Janice,1944-05-26,F,rep,IL,9,Democrat,http://schakowsky.house.gov,2367 Rayburn HOB; Washington DC 20515-1309,202-225-2111,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,160143957118,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,01588,N00004724,,57874,400360,6387,Jan Schakowsky,gIQAOWtJAP,29911,Jan Schakowsky
Schiff,Adam,1960-06-22,M,rep,CA,28,Democrat,http://schiff.house.gov,2411 Rayburn HOB; Washington DC 20515-0528,202-225-4176,https://schiff.house.gov/contact,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,9086721830,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,01635,N00009585,,90167,400361,9489,Adam Schiff,gIQAdNd69O,20104,Adam Schiff
Schrader,Kurt,1951-10-19,M,rep,OR,5,Democrat,http://schrader.house.gov,2431 Rayburn HOB; Washington DC 20515-3705,202-225-5711,https://schrader.house.gov/contact,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,94978896695,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,01950,N00030071,,1031358,412315,10813,Kurt Schrader,gIQA4NoVBP,20944,Kurt Schrader
Schumer,Charles,1950-11-23,M,sen,NY,,Democrat,http://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,http://www.schumer.senate.gov/Contact/email-chuck,,SenSchumer,chuckschumer,15771239406,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,01036,N00001093,S270,5929,300087,26976,Chuck Schumer,gIQAOSQN9O,14858,Chuck Schumer
Schweikert,David,1962-03-03,M,rep,AZ,6,Republican,http://schweikert.house.gov,409 Cannon HOB; Washington DC 20515-0306,202-225-2190,https://schweikert.house.gov/contact-form,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,150338151681908,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,01994,N00006460,,5205,412399,106387,David Schweikert,gIQAdnZVKP,21105,David Schweikert
Scott,Austin,1969-12-10,M,rep,GA,8,Republican,http://austinscott.house.gov,2417 Rayburn HOB; Washington DC 20515-1008,202-225-6531,https://austinscott.house.gov/email-me/,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,131177916946914,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,02009,N00032457,,623344,412417,11812,Austin Scott,gIQADLfVKP,21123,Austin Scott (politician)
Scott,David,1945-06-27,M,rep,GA,13,Democrat,http://davidscott.house.gov,225 Cannon HOB; Washington DC 20515-1013,202-225-2939,https://davidscott.house.gov/contact/contactform.htm,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,113303673339,113303673339,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,S001157,01722,N00024871,,1003567,400363,7826,David Scott (Georgia),gIQAoN2QAP,20321,David Scott (Georgia politician)
Scott,Robert,1947-04-30,M,rep,VA,3,Democrat,http://bobbyscott.house.gov,1201 Longworth HOB; Washington DC 20515-4603,202-225-8351,https://bobbyscott.house.gov/contact/email-me,http://www.house.gov/index.php?format=feed&amp;type=rss,RepBobbyScott,CongressmanBobbyScott,123839200978190,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,S000185,01037,N00002147,,25888,400364,27117,Robert C. Scott,gIQAf8WlMP,39307,Bobby Scott (U.S. politician)
Scott,Tim,1965-09-19,M,sen,SC,,Republican,http://www.scott.senate.gov,520 Hart Senate Office Building Washington DC 20510,202-224-6121,http://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,163207553711385,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,02056,N00031782,S365,623506,412471,11940,Tim Scott,gIQAKxVWKP,21173,Tim Scott
Sensenbrenner,F.,1943-06-14,M,rep,WI,5,Republican,http://sensenbrenner.house.gov,2449 Rayburn HOB; Washington DC 20515-4905,202-225-5101,http://sensenbrenner.house.gov/contact/email.htm,http://sensenbrenner.house.gov/news/rss.aspx,JimPressOffice,RepSensenbrenner,,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,01041,N00004291,,1507,400365,27142,Jim Sensenbrenner,gIQAk3QFAP,14657,Jim Sensenbrenner
Serrano,José,1943-10-24,M,rep,NY,15,Democrat,http://serrano.house.gov,2227 Rayburn HOB; Washington DC 20515-3215,202-225-4361,https://serrano.house.gov/contact-me/email-me,http://serrano.house.gov/rss.xml,RepJoseSerrano,RepJoseSerrano,273446508512,,,S000248,01042,N00001813,,14306,400366,26981,,gIQAsIfJAP,29134,José E. Serrano
